id,occurrenceID,catalogNumber,basisOfRecord,collectionCode,dynamicProperties,otherCatalogNumbers,genus,specificEpithet,infraspecificEpithet,scientificName,taxonRank,kingdom,family,higherClassification,nomenclaturalCode,identificationRemarks,vernacularName,longitudeDecimal,latitudeDecimal,geodeticDatum,country,locality,verbatimElevation,recordedBy,eventDate,eventTime,verbatimEventDate,fieldNotes,behavior,sex,lifeStage,preparations,references,Associated Taxa,rightsHolder,license
980935@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980935,XC980935,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-01,00:00,2002-09-01,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980935,,Olivier SWIFT,CC BY-NC
980927@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980927,XC980927,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-28,00:00,2002-08-28,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980927,,Olivier SWIFT,CC BY-NC
980924@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980924,XC980924,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-28,00:00,2002-08-28,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980924,,Olivier SWIFT,CC BY-NC
980923@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980923,XC980923,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-28,00:00,2002-08-28,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ. In the background, Fejervarya sp.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980923,,Olivier SWIFT,CC BY-NC
980918@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980918,XC980918,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Euphlyctis,cyanophlyctis,,Euphlyctis cyanophlyctis,species,Animalia,Dicroglossidae,Animalia|ANURA|Dicroglossidae,ICZN,,Common Skittering Frog,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-31,00:00,2002-08-31,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980918,,Olivier SWIFT,CC BY-NC
980916@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980916,XC980916,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Polypedates,leucomystax,,Polypedates leucomystax,species,Animalia,Rhacophoridae,Animalia|ANURA|Rhacophoridae,ICZN,,Common Tree Frog,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-28,00:00,2002-08-28,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980916,,Olivier SWIFT,CC BY-NC
980915@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980915,XC980915,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Polypedates,leucomystax,,Polypedates leucomystax,species,Animalia,Rhacophoridae,Animalia|ANURA|Rhacophoridae,ICZN,,Common Tree Frog,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-08-27,00:00,2002-08-27,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980915,,Olivier SWIFT,CC BY-NC
980914@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980914,XC980914,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,ornata,,Microhyla ornata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Ornate Narrow-Mouthed Toad,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-02,00:00,2002-09-02,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ. Fejervarya sp. in the background; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980914,,Olivier SWIFT,CC BY-NC
980913@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980913,XC980913,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,ornata,,Microhyla ornata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Ornate Narrow-Mouthed Toad,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-02,00:00,2002-09-02,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980913,,Olivier SWIFT,CC BY-NC
980912@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980912,XC980912,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,ornata,,Microhyla ornata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Ornate Narrow-Mouthed Toad,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-02,00:00,2002-09-02,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980912,,Olivier SWIFT,CC BY-NC
980911@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980911,XC980911,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Aquarana,septentrionalis,,Aquarana septentrionalis,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Mink Frog,-71.162,45.1988,WGS84,United States,"Whiteface Mountain area, Essex County, New York",1000 m,Paul Marvin,2012-05-27,07:23,2012-05-27,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980911,has background sounds: Junco hyemalis|Aquarana clamitans|Sitta canadensis|Tamiasciurus hudsonicus|Vireo olivaceus|Setophaga magnolia|Setophaga virens,Paul Marvin,CC BY-NC
980910@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980910,XC980910,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,ornata,,Microhyla ornata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Ornate Narrow-Mouthed Toad,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-02,00:00,2002-09-02,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980910,,Olivier SWIFT,CC BY-NC
980909@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980909,XC980909,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,ornata,,Microhyla ornata,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Ornate Narrow-Mouthed Toad,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-02,00:00,2002-09-02,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980909,has background sounds: Canis familiaris,Olivier SWIFT,CC BY-NC
980908@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980908,XC980908,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-01,00:00,2002-09-01,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980908,has background sounds: Microhyla ornata,Olivier SWIFT,CC BY-NC
980907@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980907,XC980907,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-01,00:00,2002-09-01,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980907,,Olivier SWIFT,CC BY-NC
980906@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980906,XC980906,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-01,00:00,2002-09-01,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980906,has background sounds: Euphlyctis cyanophlyctis,Olivier SWIFT,CC BY-NC
980902@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980902,XC980902,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,heymonsi,,Microhyla heymonsi,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Black-sided Narrow-mouth Frog,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-03,00:00,2002-09-03,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980902,,Olivier SWIFT,CC BY-NC
980899@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980899,XC980899,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Microhyla,heymonsi,,Microhyla heymonsi,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Black-sided Narrow-mouth Frog,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-03,00:00,2002-09-03,"During a research program on bioacoustic of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980899,,Olivier SWIFT,CC BY-NC
980896@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980896,XC980896,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-04,00:00,2002-09-04,"During a research program on bioacoustics of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980896,,Olivier SWIFT,CC BY-NC
980894@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980894,XC980894,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-04,00:00,2002-09-04,"During a research program on bioacoustics of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980894,,Olivier SWIFT,CC BY-NC
980893@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980893,XC980893,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-04,00:00,2002-09-04,"During a research program on bioacoustics of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980893,,Olivier SWIFT,CC BY-NC
980891@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980891,XC980891,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-04,00:00,2002-09-04,"During a research program on bioacoustics of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980891,,Olivier SWIFT,CC BY-NC
980889@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980889,XC980889,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hylarana,leptoglossa,,Hylarana leptoglossa,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,,92.7498,24.6863,WGS84,India,"Cachar (near  Silcoorie Grant), Hills and Barak Valley Division, Assam",80 m,Olivier SWIFT,2002-09-04,00:00,2002-09-04,"During a research program on bioacoustics of Amphibians of Assam and neighboring regions with Abhik GUPTA, Susmita GUPTA & Mélina VAUCHÉ.; animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980889,,Olivier SWIFT,CC BY-NC
980885@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980885,XC980885,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-71.162,45.1988,WGS84,United States,"northern Connecticut Lakes area, Coos County, New Hampshire",600 m,Paul Marvin,2012-06-01,07:23,2012-06-01,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980885,,Paul Marvin,CC BY-NC
980877@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980877,XC980877,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-67.1944,44.8501,WGS84,United States,"Moosehorn NWR, Edmunds Division, Washington Co, Maine",20 m,Paul Marvin,2012-05-23,06:44,2012-05-23,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980877,has background sounds: Catharus guttatus|Setophaga magnolia,Paul Marvin,CC BY-NC
980875@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980875,XC980875,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-70.2929,45.1762,WGS84,United States,"Bigelow Preserve, Somerset County, Maine",380 m,Paul Marvin,2012-05-25,12:06,2012-05-25,quick alternating almost rail-like peep &  short purrrreeeek calls; animal seen:no; playback used:no,uncertain,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980875,,Paul Marvin,CC BY-NC
980873@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980873,XC980873,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-70.2929,45.1762,WGS84,United States,"Bigelow Preserve, Somerset County, Maine",380 m,Paul Marvin,2012-05-25,09:08,2012-05-25,quick alternating almost rail-like peep &  short purrrreeeek calls; animal seen:no; playback used:no,uncertain,,,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980873,,Paul Marvin,CC BY-NC
980830@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980830,XC980830,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Hoplobatrachus,tigerinus,,Hoplobatrachus tigerinus,species,Animalia,Dicroglossidae,Animalia|ANURA|Dicroglossidae,ICZN,,Indus Valley Bullfrog,92.7944,24.8315,WGS84,India,"Cachar (near  Silchar), Hills and Barak Valley Division, Assam",50 m,Olivier SWIFT,2003-05-20,23:00,2003-05-20,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980830,,Olivier SWIFT,CC BY-NC
980829@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980829,XC980829,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",,Euphlyctis,cyanophlyctis,,Euphlyctis cyanophlyctis,species,Animalia,Dicroglossidae,Animalia|ANURA|Dicroglossidae,ICZN,,Common Skittering Frog,92.7944,24.8315,WGS84,India,"Cachar (near  Silchar), Hills and Barak Valley Division, Assam",50 m,Olivier SWIFT,2003-05-20,23:00,2003-05-20,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980829,,Olivier SWIFT,CC BY-NC
980813@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980813,XC980813,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-68.931,46.0275,WGS84,United States,"Baxter State Park, Maine",650 m,Paul Marvin,2012-06-04,17:27,2012-06-04,animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980813,has background sounds: Turdus migratorius,Paul Marvin,CC BY-NC
980812@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980812,XC980812,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",LAI070603T1,Kaloula,pulchra,,Kaloula pulchra,species,Animalia,Microhylidae,Animalia|ANURA|Microhylidae,ICZN,,Asian Painted Frog,91.6645,25.2171,WGS84,India,"East Khasi Hills (near  Sohsarat), Shillong Division, Meghalaya",900 m,Olivier SWIFT,2003-06-07,12:00,2003-06-07,"Probably Uperodon assamensis (Das, Sengupta, Ahmed, and Dutta, 2005); animal seen:yes; playback used:no",advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980812,,Olivier SWIFT,CC BY-NC
980811@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980811,XC980811,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Sony MZ-R 700"",""microphone"":""Sony ECM-MS907""}",LAI030603M,Xenophrys,serchhipii,,Xenophrys serchhipii,species,Animalia,Megophryidae,Animalia|ANURA|Megophryidae,ICZN,,,91.6672,25.2203,WGS84,India,"East Khasi Hills (near  Laitkynsew), Shillong Division, Meghalaya",900 m,Olivier SWIFT,2003-06-03,12:00,2003-06-03,animal seen:yes; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980811,,Olivier SWIFT,CC BY-NC
980810@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980810,XC980810,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Tascam H2-P2 Portable Recorder"",""microphone"":""Telinga Parabola with Sennheiser MKH20 microphone""}",,Pseudacris,crucifer,,Pseudacris crucifer,species,Animalia,Hylidae,Animalia|ANURA|Hylidae,ICZN,,Spring Peeper,-68.931,46.0275,WGS84,United States,"Baxter State Park, Maine",650 m,Paul Marvin,2012-06-04,17:23,2012-06-04,peep & purrrreeeek calls; animal seen:no; playback used:no,"advertisement call, territorial call",,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980810,,Paul Marvin,CC BY-NC
980159@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC980159,XC980159,HumanObservation,Wildlife sounds - Frogs,"{""recordingDevice"":""Zoom H4nPro"",""microphone"":""sennheiser"",""airTemperatureInCelsius"":""21.1""}",,Lithobates,palustris,,Lithobates palustris,species,Animalia,Ranidae,Animalia|ANURA|Ranidae,ICZN,,Pickerel Frog,-87.2737,34.2949,WGS84,United States,"Brushy Lake, Winston County, Alabama",200 m,Scott Gravette,2025-03-13,20:00,2025-03-13,Advertisement call from shore of woodland lake.; animal seen:no; playback used:no,advertisement call,male,adult,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC980159,has background sounds: Pseudacris crucifer,Scott Gravette,CC BY-NC
979883@XC,https://data.biodiversitydata.nl/xeno-canto/observation/XC979883,XC979883,MachineObservation,Wildlife sounds - Frogs,,,Engystomops,petersi,,Engystomops petersi,species,Animalia,Leptodactylidae,Animalia|ANURA|Leptodactylidae,ICZN,,,-77.425,-0.537,WGS84,Ecuador,"Rio Bigal Reserve, Orellana",950 m,Marc Anderson,2025-02-08,20:30,2025-02-08,animal seen:no; playback used:no,advertisement call,undetermined,uncertain,field recording,https://data.biodiversitydata.nl/xeno-canto/observation/XC979883,,Marc Anderson,CC BY-NC
